Sku id,Invoice No.,วันที่,เวลา,รหัสสินค้า,Serial,ชื่อสินค้า,กลุ่มสินค้า,จำนวน,Ratio,ราคา/หน่วย,รวมก่อนลด,ส่วนลด,รวมสุทธิ,ต้นทุนรวม,กำไร,ลูกค้า,พนักงาน,status,หมายเลขประจำเครื่อง
f063,PS001000174,11/15/17,9:55,8.85004E+12,,นกพิราบ-ผักกาด ฝาดึง 140g,Food,2,1,19,38,0,38,28.6,9.4,,Admin,A,1
171109929 PM03ZIiZQ0ovHFwXLAWnHS,PS001000174,11/15/17,9:55,8.85145E+12,,โป๊ยเซียน ยาดม 2ml,Medicine,2,1,18,36,0,36,25.4,10.6,,Admin,A,1
k211,PS001000174,11/15/17,9:55,h91227,,กบเหลาดินสอ M&G APS91227,Stationery,2,1,18,36,0,36,24,12,,Admin,A,1
f074,PS001000174,11/15/17,9:55,8.85025E+12,,ยำยำจัมโบ้-หมูสับ 67g,Food,1,1,6,6,0,6,5.5,0.5,,Admin,A,1
f065,PS001000175,11/15/17,10:14,8.85051E+12,,โรซ่า-ปลากระป๋อง ฝาดึง 155g,Food,1,1,20,20,0,20,14.5,5.5,,Admin,A,1
f019,PS001000175,11/15/17,10:14,8.85037E+12,,ชาวเกาะ-กะทิ 100% 250ml,Food,1,1,24,24,0,24,19.3,4.7,,Admin,A,1
1711121151 AMUeEQVpdxLspyL00rvMFO,PS001000175,11/15/17,10:14,1070002,,ถ่าน หุงต้ม ก้อนใหญ่,Other,1,1,20,20,0,20,18,2,,Admin,A,1
171112755 PMJqASsIQlq2g74W9medPE,PS001000175,11/15/17,10:14,1070004,,ขี้ไต้,Other,1,1,6,6,0,6,4,2,,Admin,A,1
f018,PS001000176,11/15/17,10:39,8.85042E+12,,เฮลซ์บลูบอย-แดง 710cc,Food,2,1,40,80,0,80,71.66,8.34,,Admin,A,1
1711111102 AM0SF00h6Fh32ZmeIWmgTa,PS001000176,11/15/17,10:39,8.85193E+12,,ล้างหน้า#พอนด์ส ไวท์ บิวตี้ 15g,Personal Care,1,1,20,20,0,20,16.3,3.7,,Admin,A,1
u005,PS001000177,11/15/17,10:45,8.85035E+12,,ดอกบัวคู่ ยาสีฟันสูตรดั้งเดิม 100g,Personal Care,1,1,35,35,0,35,29.2,5.8,,Admin,A,1
1711111102 AM0SF00h6Fh32ZmeIWmgTa,PS001000178,11/15/17,11:45,8.85193E+12,,ล้างหน้า#พอนด์ส ไวท์ บิวตี้ 15g,Personal Care,2,1,20,40,0,40,32.6,7.4,,Admin,A,1
c021,PS001000179,11/15/17,12:27,8.8533E+12,,วิสกัสเม็ด-ปลาทู 480g,Pet,1,1,55,55,0,55,48,7,,Admin,A,1
u121,PS001000180,11/15/17,13:33,4.90243E+12,,ดาวน์นี่-ซันไรซ์เฟรช#ถุง 400ml,Cleaners,3,1,40,120,0,120,96.6,23.4,,Admin,A,1
1711121151 AMUeEQVpdxLspyL00rvMFO,PS001000181,11/15/17,14:02,1070002,,ถ่าน หุงต้ม ก้อนใหญ่,Other,1,1,20,20,0,20,18,2,,Admin,A,1
171110605 PMJdUhpmErE4Pdxhi9han1,PS001000182,11/15/17,14:07,C006,,ไม้กวาด กทม,Cleaning Tools,1,1,50,50,0,50,40,10,,Admin,A,1
171110527 PMOnUkuTrDLblkxt3vojx1,PS001000183,11/15/17,14:25,B2326,,แปรงล้างกระทะ ขนมะพร้าว,Cleaners,1,1,26,26,0,26,23,3,,Admin,A,1
k032,PS001000184,11/15/17,14:25,8.8883E+12,,กาวร้อน JUMBO รูปช้าง 20g,Stationery,2,1,25,50,0,50,36.7,13.3,,Admin,A,1
f018,PS001000185,11/15/17,15:17,8.85042E+12,,เฮลซ์บลูบอย-แดง 710cc,Food,2,1,40,80,0,80,71.66,8.34,,Admin,A,1
171106748 PMyeulYPzPS9S5z9MpMqhC,PS001000185,11/15/17,15:17,8.8504E+12,,ย้อมผม Berina A1,Beauty,1,1,38,38,0,38,22.5,15.5,,Admin,A,1
f023,PS001000185,11/15/17,15:17,8.85021E+12,,เด็ก-ซีอิ๊วขาว สูตร 1 เจ 300cc,Food,1,1,25,25,0,25,19,6,,Admin,A,1
f059,PS001000185,11/15/17,15:17,8.85015E+12,,มรกต-น้ำมันปาล์ม 1000cc,Food,1,1,36,36,0,36,31,5,,Admin,A,1
f077,PS001000185,11/15/17,15:17,8.8501E+12,,ไวไว-ปรุงสำเร็จ 55g,Food,2,1,6,12,0,12,11,1,,Admin,A,1
f074,PS001000185,11/15/17,15:17,8.85025E+12,,ยำยำจัมโบ้-หมูสับ 67g,Food,2,1,6,12,0,12,11,1,,Admin,A,1
171110532 PM8CQT7Yx86m9k1O3wap8w,PS001000186,11/15/17,15:23,B815,,แปรงกาบมะพร้าว ดำ,Cleaners,1,1,15,15,0,15,8.5,6.5,,Admin,A,1
k159,PS001000187,11/15/17,15:24,8.85132E+12,,สีไม้ Colleen 12 สี 2 หัว,Stationery,1,1,40,40,0,40,26,14,,Admin,A,1
c007,PS001000188,11/15/17,15:27,8.8533E+12,,วิสกัสเพาซ์-ทูน่า 85g,Pet,6,1,15,90,0,90,72,18,,Admin,A,1
171106748 PMyeulYPzPS9S5z9MpMqhC,PS001000188,11/15/17,15:27,8.8504E+12,,ย้อมผม Berina A1,Beauty,1,1,38,38,0,38,22.5,15.5,,Admin,A,1
1711111059 AMWhuUmt84gjiyxRocklAJ,PS001000189,11/15/17,15:33,8.85193E+12,,บรีส เพาเวอร์ พิเศษ 400g,Personal Care,2,1,25,50,0,50,42.2,7.8,,Admin,A,1
1711071025 AMwP4F0iTNdcRTOjg2HsdF,PS001000189,11/15/17,15:33,8.85193E+12,,คอมฟอร์ท-ปรับ ชมพู ดอกไม้หอมยามเช้า 580ml,Cleaners,3,1,16.67,50,0,50,39.9,10.1,,Admin,A,1
u155,PS001000189,11/15/17,15:33,8.85182E+12,,แอทแทค-อีซี่ แฮปปี้สวีท 900g,Cleaners,1,1,55,55,0,55,41.2,13.8,,Admin,A,1
1711131040 PMyWzYA3sKctYvPd22BwOA,PS001000189,11/15/17,15:33,8.85193E+12,,บรีส เอกเซล 900g,Cleaners,1,1,98,98,0,98,88,10,,Admin,A,1
1711071025 AMwP4F0iTNdcRTOjg2HsdF,PS001000189,11/15/17,15:33,8.85193E+12,,คอมฟอร์ท-ปรับ ชมพู ดอกไม้หอมยามเช้า 580ml,Cleaners,3,1,16.67,50,0,50,39.9,10.1,,Admin,A,1
u097,PS001000189,11/15/17,15:33,7.64013E+12,,สบู่อาเซปโซ 80g,Personal Care,3,1,20,60,0,60,45.6,14.4,,Admin,A,1
171106656 PMw4PJ2rLANBC3VywlcPH9,PS001000189,11/15/17,15:33,8.85193E+12,,ซันไลต์-เลมอน#ถุง 550ml,Cleaners,3,1,32,96,0,96,84.9,11.1,,Admin,A,1
c007,PS001000190,11/15/17,15:59,8.8533E+12,,วิสกัสเพาซ์-ทูน่า 85g,Pet,4,1,15,60,0,60,48,12,,Admin,A,1
c006,PS001000190,11/15/17,15:59,8.8533E+12,,วิสกัสเพ้าส์-ปลาซาบะย่าง 85g,Pet,1,1,15,15,0,15,12,3,,Admin,A,1
c008,PS001000190,11/15/17,15:59,8.8533E+12,,วิสกัสเพาซ์-ทูน่า+ปลาเนื้อขาว 85g,Pet,1,1,15,15,0,15,12,3,,Admin,A,1
f013,PS001000191,11/15/17,16:13,8.85013E+12,,ไมโล-Activ-B โปรโตมอลต์ 300g,Food,1,1,60,60,0,60,54.2,5.8,,Admin,A,1
1711131131 PMOLtHoBMUQobtexTwxckx,PS001000191,11/15/17,16:13,4.90243E+12,,ดาวน์นี่-มิสทิค#ถุง 330ml,Cleaners,1,1,47,47,0,47,44,3,,Admin,A,1
f005,PS001000191,11/15/17,16:13,8.85871E+12,,Teapot-ครีมเทียมข้นหวาน 380g นมข้น,Food,1,1,20,20,0,20,18,2,,Admin,A,1
u085,PS001000191,11/15/17,16:13,8.85193E+12,,สบู่นกแก้ว#พฤกษา 110g,Personal Care,2,1,15,30,0,30,21,9,,Admin,A,1
c039,PS001000192,11/15/17,16:13,8.85048E+12,,me-o แมวโต-โกเม่ 400g,Pet,1,1,53,53,0,53,45,8,,Admin,A,1
k026,PS001000193,11/15/17,16:21,8.85011E+12,,กาวลาเท็กซ์ TOA 4oz No.LA-22S,Stationery,5,1,14,70,0,70,43.75,26.25,,Admin,A,1
c053,PS001000194,11/15/17,16:52,8.85513E+12,,Kat-To ทรายแมว เลมอน 10L,Pet,1,1,160,160,0,160,110.67,49.33,,Admin,A,1
k206,PS001000195,11/15/17,16:55,h306,,ปากกา Mycolor2,Stationery,1,1,15,15,0,15,10,5,,Admin,A,1
d005,PS001000196,11/15/17,17:02,93370868,,ซีซาร์-เนื้อแกะ 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d009,PS001000196,11/15/17,17:02,9.33421E+12,,ซีซาร์-ตับบด 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d006,PS001000196,11/15/17,17:02,93362986,,ซีซาร์-เนื้อวัวและตับ 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
k085,PS001000197,11/15/17,17:03,8.85191E+12,,กระดาษวาดเขียน Rene 200 gsm. 275x375 mm.,Stationery,1,1,8,8,0,8,5,3,,Admin,A,1
k163,PS001000198,11/15/17,17:11,8.85191E+12,,สีไม้ Master Art 12 สี สั้น,Stationery,1,1,25,25,0,25,18,7,,Admin,A,1
1711131033 PMAGKcNCUSt5GYU2Xx3HQq,PS001000199,11/15/17,17:24,8.851E+12,,พันธุ์ดี ข้าวหอมมะลิ 100% 5kg,Food,1,1,170,170,0,170,147,23,,Admin,A,1
1711071104 AMQJb0kWl7HBOC9BIMpxjL,PS001000199,11/15/17,17:24,8.85193E+12,,โอโม ซันชายน์ พิเศษ 300g,Cleaners,1,1,20,20,0,20,15.7,4.3,,Admin,A,1
171111615 PM3a8xUIUSAjfStmyHgtSi,PS001000200,11/15/17,17:27,1060003,,ลูกปิงปอง สีส้ม Ao Li Shi 40mm,Sport,2,1,6,12,0,12,8,4,,Admin,A,1
1711121036 PMYPKhTGlHZAFaJFLZRSZY,PS001000201,11/15/17,17:29,PLU7205722928,,ดินสอกด TMO1510 0.5 mm,Stationery,1,1,12,12,0,12,7,5,,Admin,A,1
k220,PS001000201,11/15/17,17:29,4.00782E+12,,ยางลบ Staedtler 526 35 ขาว,Stationery,1,1,5,5,0,5,2.9,2.1,,Admin,A,1
k219,PS001000201,11/15/17,17:29,h319,,ยางลบ ลายการ์ตูน,Stationery,1,1,2,2,1,1,0.6,0.4,,Admin,A,1
171112344 PMRf8C6CKhbga1v9hgqfK6,PS001000202,11/15/17,17:30,s2739,,เทปปิดกล่อง ใส หนา 2” FORMEL,Stationery,1,1,39,39,0,39,27,12,,Admin,A,1
c004,PS001000203,11/15/17,17:39,8.8533E+12,,วิสกัสเพาซ์-ปลาทู 85g,Pet,2,1,15,30,0,30,24,6,,Admin,A,1
c022,PS001000204,11/15/17,17:56,9.31002E+12,,วิสกัสเม็ด-ปลาทูน่า 480g,Pet,1,1,55,55,0,55,48,7,,Admin,A,1
k233,PS001000205,11/15/17,17:58,h333,,ปากกา # แดง Lancer Spiral 825 2001 0.5 mm,Stationery,1,1,6,6,0,6,4,2,,Admin,A,1
u060,PS001000206,11/15/17,18:07,8.99276E+12,,Nice-กระดาษเช็ดหน้า 1pc.,Personal Care,1,1,25,25,0,25,18.3,6.7,,Admin,A,1
u108,PS001000206,11/15/17,18:07,8.85193E+12,,ซันไลต์-เลมอน#ถุง 330ml,Cleaners,1,1,20,20,0,20,17,3,,Admin,A,1
1711071101 AMjLGmmKNFSD9At7D6UnHH,PS001000206,11/15/17,18:07,8.85193E+12,,โอโม สุดคุ้ม 450g,Cleaners,1,1,25,25,0,25,20.7,4.3,,Admin,A,1
u096,PS001000206,11/15/17,18:07,8.85078E+12,,สบู่สมุนไพรกลั่นรอว์ร่า 170g,Personal Care,1,1,35,35,0,35,25.5,9.5,,Admin,A,1
u085,PS001000206,11/15/17,18:07,8.85193E+12,,สบู่นกแก้ว#พฤกษา 110g,Personal Care,1,1,15,15,0,15,10.5,4.5,,Admin,A,1
171107134 PM8E5g3rkmgjRowphcS6d2,PS001000206,11/15/17,18:07,8.85112E+12,,แป้งโยคี 60g,Personal Care,1,1,20,20,0,20,11.75,8.25,,Admin,A,1
f068,PS001000206,11/15/17,18:07,8.85099E+12,,มาม่า-ต้มยำกุ้ง 55g,Food,3,1,6,18,0,18,16.5,1.5,,Admin,A,1
k131,PS001000206,11/15/17,18:07,h231,,ปากกาเคมี 2 หัว ม้า#Blue Pilot ไพลอท น้ำเงิน,Stationery,1,1,12,12,0,12,8.35,3.65,,Admin,A,1
f059,PS001000206,11/15/17,18:07,8.85015E+12,,มรกต-น้ำมันปาล์ม 1000cc,Food,1,1,36,36,0,36,31,5,,Admin,A,1
171112745 PM0XuxVbI8VfrnO7oUiTu9,PS001000207,11/15/17,18:14,1,,ไข่ไก่ เบอร์ 1,Food,10,1,3.2,32,0,32,29.4,2.6,,Admin,A,1
f029,PS001000207,11/15/17,18:14,8.85055E+12,,ทิพรส-น้ำปลา 700cc,Food,1,1,28,28,0,28,26,2,,Admin,A,1
1711071026 AMUovhcaGiEB2vfpF9cxLb,PS001000207,11/15/17,18:14,8.85193E+12,,คอมฟอร์ท-ปรับ ม่วง หอมผ่อนคลาย 580ml,Cleaners,3,1,16.67,50,0,50,39.9,10.1,,Admin,A,1
171107209 PMo6CpMnpUZUV6PZMPNL0D,PS001000207,11/15/17,18:14,8.85001E+12,,สบู่แคร์#คลาสสิค 70g,Personal Care,1,1,15,15,0,15,11.6,3.4,,Admin,A,1
1711131040 PMyWzYA3sKctYvPd22BwOA,PS001000207,11/15/17,18:14,8.85193E+12,,บรีส เอกเซล 900g,Cleaners,1,1,98,98,0,98,88,10,,Admin,A,1
171107122 PMbol8ED5HjUXu4bWsjmP1,PS001000207,11/15/17,18:14,8.85001E+12,,โพรเทคส์-บลอสซัม 140g,Personal Care,1,1,35,35,0,35,27,8,,Admin,A,1
u098,PS001000207,11/15/17,18:14,8.85859E+12,,สบู่อิงอร#น้ำนมจมูกข้าว 160g,Personal Care,2,1,30,60,0,60,46.4,13.6,,Admin,A,1
u130,PS001000207,11/15/17,18:14,8.85E+12,,เอสเซ้นส์-ซักผ้า#Impression 400ml,Cleaners,1,1,48,48,0,48,41,7,,Admin,A,1
u131,PS001000207,11/15/17,18:14,8.85E+12,,เอสเซ้นส์-ซักผ้า#Floral 400ml,Cleaners,1,1,48,48,0,48,41,7,,Admin,A,1
1711071023 AM6T6MsEG5A9hvoY72lnMq,PS001000208,11/15/17,18:18,8.85193E+12,,คอมฟอร์ท-ปรับ ฟ้า สัมผัสแห่งรัก 580 ml,Cleaners,3,1,16.67,50,0,50,39.9,10.1,,Admin,A,1
f018,PS001000208,11/15/17,18:18,8.85042E+12,,เฮลซ์บลูบอย-แดง 710cc,Food,1,1,40,40,0,40,35.83,4.17,,Admin,A,1
f029,PS001000208,11/15/17,18:18,8.85055E+12,,ทิพรส-น้ำปลา 700cc,Food,1,1,28,28,0,28,26,2,,Admin,A,1
171112916 PMla3j3WTkeEHXCJbN8im1,PS001000208,11/15/17,18:18,8.85149E+12,,เกสร น้ำมันปาล์ม 1L,Food,1,1,35,35,0,35,29.59,5.41,,Admin,A,1
u003,PS001000208,11/15/17,18:18,8.85001E+12,,คอลเกต-สดชื่นเย็นซ่า 170g,Personal Care,1,1,47,47,0,47,41.2,5.8,,Admin,A,1
171107511 PMSUHIvb3g9js93UY5XAGT,PS001000208,11/15/17,18:18,4.90243E+12,,เฮดแอนด์โชว์เดอร์#เมนทอล 150ml,Personal Care,1,1,53,53,0,53,42,11,,Admin,A,1
u098,PS001000208,11/15/17,18:18,8.85859E+12,,สบู่อิงอร#น้ำนมจมูกข้าว 160g,Personal Care,2,1,30,60,0,60,46.4,13.6,,Admin,A,1
171107624 PME2moz5tZRq1HJFMyGhxw,PS001000208,11/15/17,18:18,4.90243E+12,,ครีมนวดแพนทีน 3min#โททัล แดมเมจ 70ml,Personal Care,1,1,35,35,0,35,29.5,5.5,,Admin,A,1
1711131040 PMyWzYA3sKctYvPd22BwOA,PS001000208,11/15/17,18:18,8.85193E+12,,บรีส เอกเซล 900g,Cleaners,1,1,98,98,0,98,88,10,,Admin,A,1
171112916 PMla3j3WTkeEHXCJbN8im1,PS001000209,11/15/17,18:21,8.85149E+12,,เกสร น้ำมันปาล์ม 1L,Food,1,1,35,35,0,35,29.59,5.41,,Admin,A,1
171107114 PMYbkR7oj7JvSs8UxGhIQL,PS001000209,11/15/17,18:21,8.85001E+12,,แคร์ แป้งเด็ก-ฟ้า 216g,Personal Care,1,1,30,30,0,30,24.1,5.9,,Admin,A,1
u003,PS001000209,11/15/17,18:21,8.85001E+12,,คอลเกต-สดชื่นเย็นซ่า 170g,Personal Care,1,1,47,47,0,47,41.2,5.8,,Admin,A,1
1711131040 PMyWzYA3sKctYvPd22BwOA,PS001000209,11/15/17,18:21,8.85193E+12,,บรีส เอกเซล 900g,Cleaners,1,1,98,98,0,98,88,10,,Admin,A,1
171106309 PMxRytGzCTLIXxe11ZxgrZ,PS001000209,11/15/17,18:21,8.85193E+12,,ซันไลต์-เลมอน#ขวด 150ml,Cleaners,1,1,12,12,0,12,10,2,,Admin,A,1
171107511 PMSUHIvb3g9js93UY5XAGT,PS001000209,11/15/17,18:21,4.90243E+12,,เฮดแอนด์โชว์เดอร์#เมนทอล 150ml,Personal Care,1,1,53,53,0,53,42,11,,Admin,A,1
171107209 PMo6CpMnpUZUV6PZMPNL0D,PS001000209,11/15/17,18:21,8.85001E+12,,สบู่แคร์#คลาสสิค 70g,Personal Care,1,4,55,55,0,55,46.4,8.6,,Admin,A,1
171107625 PMzxTFx3AA20BDV7T0hMQB,PS001000209,11/15/17,18:21,4.90243E+12,,ครีมนวดแพนทีน 3min#แฮร์ ฟอล 70ml,Personal Care,1,1,35,35,0,35,29.5,5.5,,Admin,A,1
171107135 PM85lHhZ3dmmZLDEVbSTEq,PS001000209,11/15/17,18:21,8.85053E+12,,มองเล่ย่ะ แป้งน้ำ 80cc,Personal Care,1,1,20,20,0,20,18.5,1.5,,Admin,A,1
171108850 PMU5Gvg6Rx8GQsakmeWsFz,PS001000209,11/15/17,18:21,8.85012E+12,,เนสกาแฟ 3in1 เขียว 17.5g,Food,7,1,4.29,30,0,30,21,9,,Admin,A,1
171108850 PMU5Gvg6Rx8GQsakmeWsFz,PS001000209,11/15/17,18:21,8.85012E+12,,เนสกาแฟ 3in1 เขียว 17.5g,Food,7,1,4.29,30,0,30,21,9,,Admin,A,1
k085,PS001000210,11/15/17,18:21,8.85191E+12,,กระดาษวาดเขียน Rene 200 gsm. 275x375 mm.,Stationery,1,1,8,8,0,8,5,3,,Admin,A,1
k026,PS001000211,11/15/17,18:24,8.85011E+12,,กาวลาเท็กซ์ TOA 4oz No.LA-22S,Stationery,1,1,14,14,0,14,8.75,5.25,,Admin,A,1
1711121142 PMHbYFM3c0Gdhy0VHuO5hk,PS001000212,11/15/17,18:32,PLU4032854461,,สมุดโน๊ต โมชิ Moshi เชือก เล็ก,Stationery,1,1,20,20,0,20,14,6,,Admin,A,1
k214,PS001000212,11/15/17,18:32,3.47438E+12,,ดินสอกด Pentel Caplet A105 0.5 mm,Stationery,1,1,30,30,0,30,19.2,10.8,,Admin,A,1
k221,PS001000212,11/15/17,18:32,8.85135E+12,,ยางลบ Staedtler 526 35B ดำ,Stationery,1,1,6,6,0,6,3.3,2.7,,Admin,A,1
1711121025 PMh68fJb4qwyfSVAFnzxMa,PS001000212,11/15/17,18:32,PLU4792635938,,ไส้ดินสอ Pilot Multi-X 0.5 2B,Stationery,1,1,10,10,0,10,6,4,,Admin,A,1
k090,PS001000212,11/15/17,18:32,PLU7784487707,,กระดาษ A4 ห่อใหญ่,Stationery,1,2,10,10,0,10,6,4,,Admin,A,1
171106820 PMO5wvgXSZYpu9Na8s54uK,PS001000212,11/15/17,18:32,8.8504E+12,,เบอริน่า A33 ยาย้อมผม Berina,Beauty,1,1,60,60,0,60,40,20,,Admin,A,1
k120,PS001000212,11/15/17,18:32,6.97057E+12,,แฟ้มกระดุม ลาย ต้นไม้,Stationery,1,1,20,20,0,20,9,11,,Admin,A,1
k121,PS001000212,11/15/17,18:32,h221,,แฟ้มกระดุม ลายหมี FC501-075,Stationery,1,1,15,15,0,15,7.1,7.9,,Admin,A,1
1711121132 PMobSgVQ83SrLLSxk66HI9,PS001000213,11/15/17,18:56,8.85212E+12,,กล่องดินสอ Monster,Stationery,1,1,60,60,0,60,49,11,,Admin,A,1
c010,PS001000214,11/15/17,19:14,9.31002E+12,,วิสกัส-ปลาทู+ปลาซาดีน กป. 400g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
c021,PS001000214,11/15/17,19:14,8.8533E+12,,วิสกัสเม็ด-ปลาทู 480g,Pet,1,1,55,55,0,55,48,7,,Admin,A,1
u021,PS001000215,11/16/17,8:49,8.85112E+12,,12 plus-แป้งหอมเย็น พิ้งค์ 300g,Personal Care,1,1,50,50,0,50,34.5,15.5,,Admin,A,1
171107118 PMIZereIf2RfAVJu85xrZ0,PS001000215,11/16/17,8:49,8.85001E+12,,แคร์ แป้งเด็ก-ชมพู 180g,Personal Care,1,1,30,30,0,30,24.1,5.9,,Admin,A,1
171107123 PM8vCjv7RKyQKSMBi30jH9,PS001000215,11/16/17,8:49,8.85001E+12,,โพรเทคส์-ไอซซ์ซี่ คูล 140g,Personal Care,1,1,35,35,0,35,27,8,,Admin,A,1
1711131033 PMAGKcNCUSt5GYU2Xx3HQq,PS001000216,11/16/17,9:22,8.851E+12,,พันธุ์ดี ข้าวหอมมะลิ 100% 5kg,Food,2,1,170,340,0,340,294,46,,Admin,A,1
f063,PS001000216,11/16/17,9:22,8.85004E+12,,นกพิราบ-ผักกาด ฝาดึง 140g,Food,5,1,19,95,0,95,71.5,23.5,,Admin,A,1
1711071112 AMShu8TJ4wHYY4bxaLOavY,PS001000216,11/16/17,9:22,8.85193E+12,,โอโม 900g,Cleaners,1,1,55,55,0,55,46,9,,Admin,A,1
u151,PS001000216,11/16/17,9:22,8.85182E+12,,แอทแทค-อีซี่ ควิก แฮปปี้เลิฟ 800g,Cleaners,1,1,55,55,0,55,41.25,13.75,,Admin,A,1
u155,PS001000216,11/16/17,9:22,8.85182E+12,,แอทแทค-อีซี่ แฮปปี้สวีท 900g,Cleaners,1,1,55,55,0,55,41.2,13.8,,Admin,A,1
k108,PS001000217,11/16/17,9:27,8.85267E+12,,สมุดปกอ่อน Hello Kitty ทรงยาว,Stationery,1,1,20,20,0,20,12,8,,Admin,V,1
1711121142 PMHbYFM3c0Gdhy0VHuO5hk,PS001000217,11/16/17,9:27,PLU4032854461,,สมุดโน๊ต โมชิ Moshi เชือก เล็ก,Stationery,1,1,20,20,0,20,14,6,,Admin,V,1
u098,PS001000218,11/16/17,9:29,8.85859E+12,,สบู่อิงอร#น้ำนมจมูกข้าว 160g,Personal Care,1,1,30,30,0,30,23.2,6.8,,Admin,A,1
c036,PS001000219,11/16/17,9:30,8.85048E+12,,me-o แมวโต-เปอร์เซีย 1.2kg,Pet,1,1,125,125,0,125,106,19,,Admin,A,1
d006,PS001000220,11/16/17,9:32,93362986,,ซีซาร์-เนื้อวัวและตับ 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d005,PS001000220,11/16/17,9:32,93370868,,ซีซาร์-เนื้อแกะ 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d008,PS001000220,11/16/17,9:32,93432641,,ซีซาร์-เนื้อวัว เนื้อไก่ ผักรวม 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d007,PS001000220,11/16/17,9:32,93362979,,ซีซาร์-เนื้อวัวและผักรวม 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
d009,PS001000220,11/16/17,9:32,9.33421E+12,,ซีซาร์-ตับบด 100g,Pet,1,1,40,40,0,40,35,5,,Admin,A,1
k100,PS001000221,11/16/17,9:36,8.85094E+12,,สมุดปกอ่อน NH60-0802,Stationery,1,1,8,8,0,8,5,3,,Admin,A,1
k092,PS001000222,11/16/17,10:09,h192,,สมุดโน๊ตปกพลาสติก Pooh เล็ก,Stationery,2,1,14,28,0,28,14,14,,Admin,A,1
1711071129 AMwpCiDCIBWj66rdSin5q3,PS001000223,11/16/17,10:46,8.85193E+12,,โอโม พลัส 100g,Cleaners,3,1,10,30,0,30,22.8,7.2,,Admin,A,1
171107448 PMsWWf6ljWesLQd9IueHH2,PS001000223,11/16/17,10:46,8.85193E+12,,แชมพูซันซิล ชมพู 70ml,Personal Care,1,1,20,20,0,20,16.5,3.5,,Admin,A,1
f065,PS001000223,11/16/17,10:46,8.85051E+12,,โรซ่า-ปลากระป๋อง ฝาดึง 155g,Food,2,1,20,40,0,40,29,11,,Admin,A,1
f045,PS001000223,11/16/17,10:46,8.85025E+12,,รสดี-รสหมู 75g,Food,3,1,12,36,0,36,30.6,5.4,,Admin,A,1
f040,PS001000223,11/16/17,10:46,8.85004E+12,,แม่ครัว-ซอสหอยนางรม 300cc,Food,1,1,32,32,0,32,27,5,,Admin,A,1
171109533 PMDB0sFc0OJHLr2nNsTEHE,PS001000224,11/16/17,10:46,8.85182E+12,,ดีคอลเจน พริน 4เม็ด,Medicine,2,1,8,16,0,16,12,4,,Admin,A,1
171111131 PMoAWjhMoUT4edvocrfKuv,PS001000225,11/16/17,11:56,8.8524E+12,,ปากกาลูกลื่น น้ำเงิน 0.5 mm YOYA BALL1077,Stationery,2,1,5,10,0,10,5,5,,Admin,A,1
171111408 PM5ytoDz9gaMoTuxT6450l,PS001000225,11/16/17,11:56,ED0777X,,ปากกาลูกลื่น น้ำเงิน 0.7 mm Elephant Drift 77X,Stationery,1,1,5,5,0,5,3,2,,Admin,A,1
171111404 PMM6IKGcWYX18nJBeEEAh0,PS001000225,11/16/17,11:56,ES02,,ปากกาลูกลื่น น้ำเงิน 0.5 mm elfen Sandy Liso,Stationery,1,1,5,5,0,5,3,2,,Admin,A,1
1711071025 AMwP4F0iTNdcRTOjg2HsdF,PS001000225,11/16/17,11:56,8.85193E+12,,คอมฟอร์ท-ปรับ ชมพู ดอกไม้หอมยามเช้า 580ml,Cleaners,3,1,16.67,50,0,50,39.9,10.1,,Admin,A,1
f018,PS001000225,11/16/17,11:56,8.85042E+12,,เฮลซ์บลูบอย-แดง 710cc,Food,1,1,40,40,0,40,35.83,4.17,,Admin,A,1
f062,PS001000225,11/16/17,11:56,8.85021E+12,,องุ่น-น้ำมันถั่วเหลือง 1000cc,Food,1,1,48,48,0,48,41,7,,Admin,A,1
f052,PS001000225,11/16/17,11:56,8.85051E+12,,โรซ่า-ซอสมะเขือเทศ 300g,Food,1,1,20,20,0,20,17,3,,Admin,A,1
f058,PS001000225,11/16/17,11:56,8.85025E+12,,อายิโนะโมะโต๊ะ 250g,Food,1,1,26,26,0,26,24,2,,Admin,A,1
u035,PS001000225,11/16/17,11:56,8.85209E+12,,ตรางู-แป้งเย็น Cool Pink 150g,Personal Care,1,1,35,35,0,35,25.25,9.75,,Admin,A,1
u003,PS001000225,11/16/17,11:56,8.85001E+12,,คอลเกต-สดชื่นเย็นซ่า 170g,Personal Care,1,1,47,47,0,47,41.2,5.8,,Admin,A,1
1711071220 PM7pDNyIZ6ESwXiqZYIg3I,PS001000225,11/16/17,11:56,8.85036E+12,,ชิลด์ท้อกซ์ แนทเชอร์-ตะไคร้หอม 600ml,Personal Care,1,1,95,95,0,95,72,23,,Admin,A,1
